sid,freq,power
0,0,1.2633013625723621
0,0,1.4662298526655755
0,0,1.4329487056421903
0,0,1.3291331327943754
0,0,1.7945796384785482
0,0,0.2293844840312238
0,0,1.065122975544153
0,0,1.1913308417079493
0,0,0.19450669498165118
0,0,1.3804202496862115
0,0,0.15833242594039562
0,0,0.02205684179025337
0,0,0.6654425058320628
0,0,0.2627675756115896
0,0,0.8571639230044822
0,0,0.40613500979233846
0,0,1.6103911405823523
0,0,4.272437896847505
0,1,0.08421903338136812
0,1,0.367620366939486
0,1,1.19635331012265
0,1,1.5701575572076862
0,1,1.2477450801997518
0,1,1.0526985387453272
0,1,0.5205696895416351
0,1,0.18471082357468838
0,1,0.5413033665443875
0,1,0.3678572302222365
0,1,1.2310465413867102
0,1,0.3040753884162232
0,1,0.30468535559587073
0,1,1.5757074765692176
0,1,0.7029855481262361
0,1,0.24346071047027038
0,1,1.0262280431490087
0,1,1.5018538876109013
0,2,0.29496178227191655
0,2,0.8594717321202694
0,2,1.2475644024835901
0,2,0.328797866377803
0,2,0.30672695178611015
0,2,1.5815729064650899
0,2,0.6241518425934036
0,2,1.1875011731432177
0,2,0.8531797649430313
0,2,0.7276397148997797
0,2,0.6277441398798026
0,2,1.077018563925
0,2,0.944365142140557
0,2,0.6252347811573562
0,2,0.4043326558992967
0,2,0.09640109487048446
0,2,0.750756862149801
0,2,0.2548948300017496
0,2,0.7671375629238597
0,2,0.6142737699624963
0,2,0.08608102251750434
0,2,0.012937503596532675
0,2,0.2498592178814756
0,2,0.9089266575694364
0,2,0.24970267262414272
0,2,0.8056265910728364
0,2,1.165016000897407
0,2,0.35253214994449444
0,2,0.9520418495351269
0,2,1.382497085193488
0,3,0.4926942081357605
0,3,1.6497782753853807
0,3,0.0909474247441875
0,3,0.5627851006765453
0,3,0.6769827529160367
0,3,0.04137989584460237
0,3,0.6018872844179598
0,3,0.46137533129924013
0,3,2.0978325724115274
0,3,0.19329061514183463
0,3,0.9645511596015267
0,3,0.38388452483211644
0,3,1.8819613495987892
0,3,0.6658526520223761
0,3,0.7109854212394393
0,3,0.01762409020264549
0,3,0.07222136412775909
0,3,0.3564850465643414
0,3,1.6844534181017985
0,3,1.8794670826353244
0,3,0.8749954303075911
0,3,0.7316129078851663
0,3,0.5316251810198166
0,3,0.008066247901317781
0,3,0.07607954290317802
0,3,1.1339327040444465
0,3,0.2213978725345425
0,3,0.5150873507310822
0,3,0.544938674469491
0,3,0.0633475754418392
0,3,0.5467887938318395
0,3,0.18618565579615276
0,3,0.16581345274404294
0,3,0.6290857772236308
0,3,0.1145261178322699
0,3,0.8053399066198403
0,3,0.4635244646866013
0,3,1.6726867581063223
0,3,1.1435374852028648
0,3,0.4620442678931553
0,3,0.7878251247207071
0,3,0.1493074941526339
0,3,1.6067282164146544
0,3,0.4006683810558391
0,3,0.25305879807996284
0,3,0.6121516798581751
0,3,0.19538061851024846
0,3,0.43735042556328635
0,3,0.17451960951636253
0,3,0.5355518541893227
0,3,0.9566491290088123
0,3,1.510706909982732
0,3,0.08910627144948233
0,3,0.013075534862698272
0,4,0.2091926407315072
0,4,0.39608058756038533
0,4,0.04080039056325186
0,4,0.22103756126863727
0,4,0.6702217453315485
0,4,1.0213076327192836
0,4,0.2978649314830221
0,4,0.4846528957703338
0,4,2.3042742412918735
0,4,0.6144092365148904
0,4,0.5040666494741056
